TIMESTAMP,SAMPLES_ECG1,SAMPLES_SAT,SAMPLES_ABP,RATE_ECG1,RATE_SAT,RATE_ABP
'2015-01-10T17:21:13.776',0.85,2.393,55.243,,,
'2015-01-10T17:21:13.784',0.855,2.411,54.656,,,
'2015-01-10T17:21:13.792',0.845,2.427,54.168,,,
'2015-01-10T17:21:13.800',0.85,2.444,53.631,,,
'2015-01-10T17:21:13.808',0.84,2.458,53.045,,,
'2015-01-10T17:21:13.816',0.855,2.468,52.507,,,
'2015-01-10T17:21:13.824',0.84,2.47,51.97,,,
'2015-01-10T17:21:13.832',0.855,2.465,51.53,,,
'2015-01-10T17:21:13.840',0.84,2.455,51.042,,,
'2015-01-10T17:21:13.848',0.85,2.442,50.554,,,
'2015-01-10T17:21:13.856',0.86,2.423,50.114,,,
'2015-01-10T17:21:13.864',0.815,2.4,49.626,,,
'2015-01-10T17:21:13.872',0.79,2.375,49.088,,,
'2015-01-10T17:21:13.880',1.501,2.349,48.697,,,
'2015-01-10T17:21:13.888',1.501,2.322,48.258,,,
'2015-01-10T17:21:13.896',1.501,2.296,47.818,,,
'2015-01-10T17:21:13.904',1.501,2.272,47.428,,,
'2015-01-10T17:21:13.912',1.055,2.247,47.134,,,
'2015-01-10T17:21:13.920',0.705,2.223,46.793,,,
'2015-01-10T17:21:13.928',0.625,2.198,46.597,,,
'2015-01-10T17:21:13.936',0.615,2.176,46.353,,,
'2015-01-10T17:21:13.944',0.625,2.157,46.158,,,
'2015-01-10T17:21:13.952',0.63,2.138,45.962,,,
'2015-01-10T17:21:13.960',0.615,2.115,45.816,,,
'2015-01-10T17:21:13.968',0.625,2.095,45.62,,,
'2015-01-10T17:21:13.976',0.615,2.074,45.278,,,
'2015-01-10T17:21:13.984',0.625,2.054,44.985,,,
'2015-01-10T17:21:13.992',0.62,2.035,44.692,,,
'2015-01-10T17:21:14.000',0.62,2.018,44.302,,,
'2015-01-10T17:21:14.008',0.625,2.001,44.057,,,
'2015-01-10T17:21:14.016',0.615,1.984,43.813,,,
'2015-01-10T17:21:14.024',0.625,1.969,43.618,,,
'2015-01-10T17:21:14.032',0.625,1.95,43.373,,,
'2015-01-10T17:21:14.040',0.63,1.931,43.178,,,
'2015-01-10T17:21:14.048',0.635,1.913,42.934,,,
'2015-01-10T17:21:14.056',0.62,1.896,42.592,,,
'2015-01-10T17:21:14.064',0.615,1.878,42.152,,,
'2015-01-10T17:21:14.072',0.63,1.86,41.81,,,
'2015-01-10T17:21:14.080',0.645,1.846,41.371,,,
'2015-01-10T17:21:14.088',0.63,1.83,40.98,,,
'2015-01-10T17:21:14.096',0.62,1.812,40.736,,,
'2015-01-10T17:21:14.104',0.65,1.794,40.931,,,
'2015-01-10T17:21:14.112',0.665,1.779,42.152,,,
'2015-01-10T17:21:14.120',0.695,1.765,45.376,,,
'2015-01-10T17:21:14.128',0.72,1.753,51.237,,,
'2015-01-10T17:21:14.136',0.735,1.742,59.785,,,
'2015-01-10T17:21:14.144',0.8,1.73,70.091,,,
'2015-01-10T17:21:14.152',0.84,1.718,80.739,,,
'2015-01-10T17:21:14.160',0.88,1.709,90.313,,,
'2015-01-10T17:21:14.168',0.92,1.7,98.128,,,
'2015-01-10T17:21:14.176',0.96,1.689,104.038,,,
'2015-01-10T17:21:14.184',0.98,1.675,108.824,,,
'2015-01-10T17:21:14.192',1.01,1.661,112.927,,,
'2015-01-10T17:21:14.200',1.021,1.645,117.03,,,
'2015-01-10T17:21:14.208',1.005,1.63,121.231,,,
'2015-01-10T17:21:14.216',0.965,1.616,125.187,,,
'2015-01-10T17:21:14.224',0.94,1.603,128.557,,,
'2015-01-10T17:21:14.232',0.915,1.59,131,,,
'2015-01-10T17:21:14.240',0.891,1.581,132.416,,,
'2015-01-10T17:21:14.248',0.87,1.571,132.953,,,
'2015-01-10T17:21:14.256',0.85,1.562,132.807,,,
'2015-01-10T17:21:14.264',0.845,1.554,132.318,,,
'2015-01-10T17:21:14.272',0.865,1.546,131.635,,,
'2015-01-10T17:21:14.280',0.85,1.541,130.755,,,
'2015-01-10T17:21:14.288',0.84,1.535,129.73,,,
'2015-01-10T17:21:14.296',0.85,1.528,128.411,,,
'2015-01-10T17:21:14.304',0.84,1.518,126.799,,,
'2015-01-10T17:21:14.312',0.835,1.505,124.748,,,
'2015-01-10T17:21:14.320',0.835,1.494,122.452,,,
'2015-01-10T17:21:14.328',0.84,1.483,119.814,,,
'2015-01-10T17:21:14.336',0.845,1.476,117.03,,,
'2015-01-10T17:21:14.344',0.855,1.472,114.197,,,
'2015-01-10T17:21:14.352',0.855,1.47,111.218,,,
'2015-01-10T17:21:14.360',0.88,1.473,108.287,,,
'2015-01-10T17:21:14.368',0.891,1.483,105.161,,,
'2015-01-10T17:21:14.376',0.925,1.496,101.791,,,
'2015-01-10T17:21:14.384',0.96,1.51,98.128,,,
'2015-01-10T17:21:14.392',1.01,1.524,94.171,,,
'2015-01-10T17:21:14.400',1.041,1.537,89.971,,,
'2015-01-10T17:21:14.408',1.081,1.553,85.624,,,
'2015-01-10T17:21:14.416',1.12,1.574,81.276,,,
'2015-01-10T17:21:14.424',1.191,1.6,77.174,,,
'2015-01-10T17:21:14.432',1.386,1.633,73.608,,,
'2015-01-10T17:21:14.440',1.501,1.673,70.677,,,
'2015-01-10T17:21:14.448',1.501,1.716,68.528,,,
'2015-01-10T17:21:14.456',1.501,1.761,67.112,,,
'2015-01-10T17:21:14.464',1.501,1.808,66.232,,,
'2015-01-10T17:21:14.472',1.501,1.852,65.695,,,
'2015-01-10T17:21:14.480',1.501,1.898,65.256,,,
'2015-01-10T17:21:14.488',1.501,1.951,64.669,,,
'2015-01-10T17:21:14.496',1.501,2.006,64.132,,,
'2015-01-10T17:21:14.504',1.501,2.062,63.546,,,
'2015-01-10T17:21:14.512',1.501,2.12,62.911,,,
'2015-01-10T17:21:14.520',1.095,2.18,62.276,,,
'2015-01-10T17:21:14.528',0.57,2.236,61.69,,,
'2015-01-10T17:21:14.536',0.35,2.287,61.055,,,
'2015-01-10T17:21:14.544',0.245,2.338,60.42,,,
'2015-01-10T17:21:14.552',0.225,2.387,59.785,,,
'2015-01-10T17:21:14.560',0.21,2.436,59.248,,,
'2015-01-10T17:21:14.568',0.205,2.477,58.759,,,
'2015-01-10T17:21:14.576',0.185,2.521,58.222,,,
'2015-01-10T17:21:14.584',0.175,2.572,57.734,,,
'2015-01-10T17:21:14.592',0.165,2.613,57.245,,,
'2015-01-10T17:21:14.600',0.14,2.646,56.806,,,
'2015-01-10T17:21:14.608',0.125,2.675,56.415,,,
'2015-01-10T17:21:14.616',0.115,2.703,56.122,,,
'2015-01-10T17:21:14.624',0.09,2.725,55.78,,,
'2015-01-10T17:21:14.632',0.06,2.739,55.536,,,
'2015-01-10T17:21:14.640',0.04,2.743,55.194,,,
'2015-01-10T17:21:14.648',-0.015,2.741,54.803,,,
'2015-01-10T17:21:14.656',-0.045,2.731,54.412,,,
'2015-01-10T17:21:14.664',-0.09,2.714,53.973,,,
'2015-01-10T17:21:14.672',-0.14,2.692,53.533,,,
'2015-01-10T17:21:14.680',-0.196,2.669,53.045,,,
'2015-01-10T17:21:14.688',-0.24,2.641,52.41,,,
'2015-01-10T17:21:14.696',-0.276,2.613,51.775,,,
'2015-01-10T17:21:14.704',-0.321,2.584,51.237,,,
'2015-01-10T17:21:14.712',-0.336,2.551,51.042,,,
'2015-01-10T17:21:14.720',-0.341,2.518,51.872,,,
'2015-01-10T17:21:14.728',-0.31,2.485,54.412,,,
'2015-01-10T17:21:14.736',-0.236,2.453,59.345,,,
'2015-01-10T17:21:14.744',-0.106,2.421,66.623,,,
'2015-01-10T17:21:14.752',0.06,2.389,75.366,,,
'2015-01-10T17:21:14.760',0.23,2.356,84.256,,,
'2015-01-10T17:21:14.768',0.395,2.326,92.071,,,
'2015-01-10T17:21:14.776',0.58,2.301,98.128,,,
'2015-01-10T17:21:14.784',0.745,2.273,102.279,,,
'2015-01-10T17:21:14.792',0.885,2.243,105.112,,,
'2015-01-10T17:21:14.800',0.985,2.214,107.164,,,
'2015-01-10T17:21:14.808',1.041,2.185,108.873,,,
'2015-01-10T17:21:14.816',1.075,2.156,110.485,,,
'2015-01-10T17:21:14.824',1.055,2.13,111.999,,,
'2015-01-10T17:21:14.832',1.045,2.104,113.318,,,
'2015-01-10T17:21:14.840',1.041,2.077,114.197,,,
'2015-01-10T17:21:14.848',1.03,2.054,114.686,,,
'2015-01-10T17:21:14.856',1.021,2.031,114.735,,,
'2015-01-10T17:21:14.864',1.025,2.005,114.49,,,
'2015-01-10T17:21:14.872',1.005,1.978,113.904,,,
'2015-01-10T17:21:14.880',1.03,1.955,112.976,,,
'2015-01-10T17:21:14.888',1.021,1.933,111.755,,,
'2015-01-10T17:21:14.896',0.996,1.912,110.094,,,
'2015-01-10T17:21:14.904',0.996,1.893,107.945,,,
'2015-01-10T17:21:14.912',0.99,1.876,105.308,,,
'2015-01-10T17:21:14.920',1,1.858,102.231,,,
'2015-01-10T17:21:14.928',0.996,1.841,98.665,,,
'2015-01-10T17:21:14.936',0.98,1.823,94.757,,,
'2015-01-10T17:21:14.944',0.99,1.804,90.41,,,
'2015-01-10T17:21:14.952',0.98,1.782,85.868,,,
'2015-01-10T17:21:14.960',0.996,1.762,81.228,,,
'2015-01-10T17:21:14.968',0.976,1.751,76.734,,,
'2015-01-10T17:21:14.976',0.985,1.745,72.68,,,
'2015-01-10T17:21:14.984',0.99,1.744,69.359,,,
'2015-01-10T17:21:14.992',0.97,1.75,66.867,,,
'2015-01-10T17:21:15.000',0.97,1.761,65.158,,,
'2015-01-10T17:21:15.008',0.976,1.775,64.181,,,
'2015-01-10T17:21:15.016',0.97,1.791,63.693,,,
'2015-01-10T17:21:15.024',0.965,1.807,63.448,,,
'2015-01-10T17:21:15.032',0.976,1.826,63.253,,,
'2015-01-10T17:21:15.040',0.97,1.848,63.009,,,
'2015-01-10T17:21:15.048',0.98,1.875,62.667,,,
'2015-01-10T17:21:15.056',0.96,1.905,62.276,,,
'2015-01-10T17:21:15.064',0.976,1.939,61.934,,,
'2015-01-10T17:21:15.072',0.996,1.974,61.446,,,
'2015-01-10T17:21:15.080',1.021,2.008,60.908,,,
'2015-01-10T17:21:15.088',1.045,2.047,60.42,,,
'2015-01-10T17:21:15.096',1.041,2.088,59.883,,,
'2015-01-10T17:21:15.104',1.035,2.13,59.345,,,
'2015-01-10T17:21:15.112',1.041,2.172,58.808,,,
'2015-01-10T17:21:15.120',1.025,2.215,58.222,,,
'2015-01-10T17:21:15.128',1.05,2.253,57.734,,,
'2015-01-10T17:21:15.136',1.075,2.283,57.196,,,
'2015-01-10T17:21:15.144',1.081,2.307,56.61,,,
'2015-01-10T17:21:15.152',0.98,2.331,56.073,,,
'2015-01-10T17:21:15.160',0.93,2.357,55.487,,,
'2015-01-10T17:21:15.168',0.92,2.374,54.901,,,
'2015-01-10T17:21:15.176',0.91,2.387,54.315,,,
'2015-01-10T17:21:15.184',0.891,2.398,53.728,,,
'2015-01-10T17:21:15.192',0.885,2.403,53.093,,,
'2015-01-10T17:21:15.200',0.885,2.406,52.556,,,
'2015-01-10T17:21:15.208',0.885,2.403,51.97,,,
'2015-01-10T17:21:15.216',0.875,2.393,51.482,,,
'2015-01-10T17:21:15.224',0.875,2.379,50.993,,,
'2015-01-10T17:21:15.232',0.865,2.362,50.505,,,
'2015-01-10T17:21:15.240',0.885,2.34,50.065,,,
'2015-01-10T17:21:15.248',0.86,2.316,49.674,,,
'2015-01-10T17:21:15.256',0.85,2.293,49.235,,,
'2015-01-10T17:21:15.264',0.82,2.274,48.795,,,
'2015-01-10T17:21:15.272',1.196,2.253,48.404,,,
'2015-01-10T17:21:15.280',1.501,2.234,48.063,,,
'2015-01-10T17:21:15.288',1.501,2.216,47.721,,,
'2015-01-10T17:21:15.296',1.501,2.196,47.428,,,
'2015-01-10T17:21:15.304',1.426,2.178,47.183,,,
'2015-01-10T17:21:15.312',0.85,2.157,46.988,,,
'2015-01-10T17:21:15.320',0.675,2.135,46.744,,,
'2015-01-10T17:21:15.328',0.65,2.11,46.548,,,
'2015-01-10T17:21:15.336',0.625,2.085,46.304,,,
'2015-01-10T17:21:15.344',0.645,2.062,46.109,,,
'2015-01-10T17:21:15.352',0.635,2.039,45.865,,,
'2015-01-10T17:21:15.360',0.63,2.016,45.669,,,
'2015-01-10T17:21:15.368',0.64,1.995,45.376,,,
'2015-01-10T17:21:15.376',0.65,1.978,45.132,,,
'2015-01-10T17:21:15.384',0.65,1.961,44.839,,,
'2015-01-10T17:21:15.392',0.655,1.944,44.595,,,
'2015-01-10T17:21:15.400',0.67,1.927,44.35,,,
'2015-01-10T17:21:15.408',0.64,1.909,44.155,,,
'2015-01-10T17:21:15.416',0.65,1.892,43.911,,,
'2015-01-10T17:21:15.424',0.645,1.873,43.715,,,
'2015-01-10T17:21:15.432',0.67,1.852,43.471,,,
'2015-01-10T17:21:15.440',0.66,1.829,43.227,,,
'2015-01-10T17:21:15.448',0.655,1.804,42.983,,,
'2015-01-10T17:21:15.456',0.655,1.784,42.592,,,
'2015-01-10T17:21:15.464',0.67,1.77,42.25,,,
'2015-01-10T17:21:15.472',0.655,1.761,41.713,,,
'2015-01-10T17:21:15.480',0.67,1.752,41.273,,,
'2015-01-10T17:21:15.488',0.65,1.743,40.931,,,
'2015-01-10T17:21:15.496',0.665,1.734,40.882,,,
'2015-01-10T17:21:15.504',0.685,1.723,41.469,,,
'2015-01-10T17:21:15.512',0.7,1.71,43.471,,,
'2015-01-10T17:21:15.520',0.72,1.694,47.867,,,
'2015-01-10T17:21:15.528',0.76,1.677,54.998,,,
'2015-01-10T17:21:15.536',0.805,1.663,64.279,,,
'2015-01-10T17:21:15.544',0.86,1.649,74.536,,,
'2015-01-10T17:21:15.552',0.885,1.635,84.354,,,
'2015-01-10T17:21:15.560',0.915,1.625,92.755,,,
'2015-01-10T17:21:15.568',0.96,1.617,99.446,,,
'2015-01-10T17:21:15.576',0.99,1.611,104.722,,,
'2015-01-10T17:21:15.584',1.03,1.602,109.118,,,
'2015-01-10T17:21:15.592',1.055,1.588,113.123,,,
'2015-01-10T17:21:15.600',1.061,1.576,117.03,,,
'2015-01-10T17:21:15.608',0.996,1.56,120.889,,,
'2015-01-10T17:21:15.616',0.976,1.543,124.357,,,
'2015-01-10T17:21:15.624',0.94,1.532,127.141,,,
'2015-01-10T17:21:15.632',0.92,1.521,129.046,,,
'2015-01-10T17:21:15.640',0.895,1.511,130.169,,,
'2015-01-10T17:21:15.648',0.885,1.504,130.56,,,
'2015-01-10T17:21:15.656',0.865,1.501,130.365,,,
'2015-01-10T17:21:15.664',0.87,1.5,129.73,,,
'2015-01-10T17:21:15.672',0.85,1.499,128.753,,,
'2015-01-10T17:21:15.680',0.85,1.494,127.532,,,
'2015-01-10T17:21:15.688',0.86,1.488,126.066,,,
'2015-01-10T17:21:15.696',0.865,1.482,124.308,,,
'2015-01-10T17:21:15.704',0.85,1.475,122.257,,,
'2015-01-10T17:21:15.712',0.855,1.469,119.863,,,
'2015-01-10T17:21:15.720',0.865,1.466,117.323,,,
'2015-01-10T17:21:15.728',0.875,1.465,114.637,,,
'2015-01-10T17:21:15.736',0.865,1.464,111.853,,,
'2015-01-10T17:21:15.744',0.88,1.464,108.971,,,
'2015-01-10T17:21:15.752',0.865,1.464,105.992,,,
'2015-01-10T17:21:15.760',0.9,1.464,102.719,,,
'2015-01-10T17:21:15.768',0.93,1.466,99.3,,,
'2015-01-10T17:21:15.776',0.97,1.469,95.539,,,
'2015-01-10T17:21:15.784',1.021,1.473,91.485,,,
'2015-01-10T17:21:15.792',1.086,1.481,87.284,,,
'2015-01-10T17:21:15.800',1.126,1.492,82.986,,,
'2015-01-10T17:21:15.808',1.225,1.505,78.785,,,
'2015-01-10T17:21:15.816',1.426,1.525,75.073,,,
'2015-01-10T17:21:15.824',1.501,1.552,71.996,,,
'2015-01-10T17:21:15.832',1.501,1.587,69.749,,,
'2015-01-10T17:21:15.840',1.501,1.629,68.186,,,
'2015-01-10T17:21:15.848',1.501,1.677,67.161,,,
'2015-01-10T17:21:15.856',1.501,1.729,66.477,,,
'2015-01-10T17:21:15.864',1.501,1.774,65.939,,,
'2015-01-10T17:21:15.872',1.501,1.82,65.353,,,
'2015-01-10T17:21:15.880',1.501,1.878,64.718,,,
'2015-01-10T17:21:15.888',1.501,1.941,64.132,,,
'2015-01-10T17:21:15.896',1.501,2.005,63.497,,,
'2015-01-10T17:21:15.904',0.891,2.066,62.911,,,
'2015-01-10T17:21:15.912',0.495,2.128,62.374,,,
'2015-01-10T17:21:15.920',0.285,2.189,61.885,,,
'2015-01-10T17:21:15.928',0.225,2.246,61.299,,,
'2015-01-10T17:21:15.936',0.205,2.301,60.713,,,
'2015-01-10T17:21:15.944',0.21,2.355,60.176,,,
'2015-01-10T17:21:15.952',0.17,2.408,59.687,,,
'2015-01-10T17:21:15.960',0.175,2.457,59.101,,,
'2015-01-10T17:21:15.968',0.17,2.495,58.564,,,
'2015-01-10T17:21:15.976',0.155,2.524,58.027,,,
'2015-01-10T17:21:15.984',0.145,2.554,57.489,,,
'2015-01-10T17:21:15.992',0.115,2.578,57.001,,,
'2015-01-10T17:21:16.000',0.085,2.593,56.464,,,
'2015-01-10T17:21:16.008',0.075,2.606,56.073,,,
'2015-01-10T17:21:16.016',0.04,2.617,55.633,,,
'2015-01-10T17:21:16.024',0.02,2.627,55.243,,,
'2015-01-10T17:21:16.032',-0.015,2.631,54.803,,,
'2015-01-10T17:21:16.040',-0.07,2.63,54.363,,,
'2015-01-10T17:21:16.048',-0.106,2.622,53.973,,,
'2015-01-10T17:21:16.056',-0.16,2.607,53.631,,,
'2015-01-10T17:21:16.064',-0.216,2.589,53.24,,,
'2015-01-10T17:21:16.072',-0.276,2.572,52.8,,,
'2015-01-10T17:21:16.080',-0.321,2.554,52.361,,,
'2015-01-10T17:21:16.088',-0.346,2.537,51.921,,,
'2015-01-10T17:21:16.096',-0.356,2.515,51.53,,,
'2015-01-10T17:21:16.104',-0.321,2.49,51.53,,,
'2015-01-10T17:21:16.112',-0.256,2.461,52.41,,,
'2015-01-10T17:21:16.120',-0.146,2.433,54.852,,,
'2015-01-10T17:21:16.128',0,2.406,59.443,,,
'2015-01-10T17:21:16.136',0.155,2.376,66.037,,,
'2015-01-10T17:21:16.144',0.34,2.347,74.048,,,
'2015-01-10T17:21:16.152',0.53,2.32,82.156,,,
'2015-01-10T17:21:16.160',0.69,2.293,89.189,,,
'2015-01-10T17:21:16.168',0.855,2.269,94.513,,,
'2015-01-10T17:21:16.176',0.97,2.246,98.03,,,
'2015-01-10T17:21:16.184',1.03,2.222,100.326,,,
'2015-01-10T17:21:16.192',1.07,2.196,101.791,,,
'2015-01-10T17:21:16.200',1.07,2.171,102.866,,,
'2015-01-10T17:21:16.208',1.065,2.146,103.794,,,
'2015-01-10T17:21:16.216',1.05,2.12,104.624,,,
'2015-01-10T17:21:16.224',1.045,2.095,105.161,,,
'2015-01-10T17:21:16.232',1.061,2.071,105.259,,,
'2015-01-10T17:21:16.240',1.05,2.051,104.868,,,
'2015-01-10T17:21:16.248',1.03,2.032,103.989,,,
'2015-01-10T17:21:16.256',1.035,2.014,102.67,,,
'2015-01-10T17:21:16.264',1.03,1.998,101.107,,,
'2015-01-10T17:21:16.272',1.025,1.984,99.3,,,
'2015-01-10T17:21:16.280',1.035,1.969,97.2,,,
'2015-01-10T17:21:16.288',1.015,1.952,94.66,,,
'2015-01-10T17:21:16.296',1,1.935,91.68,,,
'2015-01-10T17:21:16.304',1.015,1.918,88.261,,,
'2015-01-10T17:21:16.312',1,1.901,84.305,,,
'2015-01-10T17:21:16.320',1,1.88,80.104,,,
'2015-01-10T17:21:16.328',1,1.856,75.757,,,
'2015-01-10T17:21:16.336',0.996,1.836,71.605,,,
'2015-01-10T17:21:16.344',0.996,1.817,67.991,,,
'2015-01-10T17:21:16.352',0.99,1.799,65.158,,,
'2015-01-10T17:21:16.360',1,1.784,63.155,,,
'2015-01-10T17:21:16.368',1,1.776,61.934,,,
'2015-01-10T17:21:16.376',1,1.774,61.25,,,
'2015-01-10T17:21:16.384',1,1.773,60.86,,,
'2015-01-10T17:21:16.392',0.985,1.773,60.615,,,
'2015-01-10T17:21:16.400',0.976,1.773,60.42,,,
'2015-01-10T17:21:16.408',0.985,1.775,60.225,,,
'2015-01-10T17:21:16.416',0.976,1.782,60.029,,,
'2015-01-10T17:21:16.424',0.976,1.794,59.736,,,
'2015-01-10T17:21:16.432',0.98,1.813,59.443,,,
'2015-01-10T17:21:16.440',0.97,1.84,59.101,,,
'2015-01-10T17:21:16.448',0.98,1.87,58.759,,,
'2015-01-10T17:21:16.456',0.98,1.902,58.369,,,
'2015-01-10T17:21:16.464',0.976,1.932,57.929,,,
'2015-01-10T17:21:16.472',0.98,1.959,57.538,,,
'2015-01-10T17:21:16.480',0.965,1.99,57.05,,,
'2015-01-10T17:21:16.488',0.97,2.021,56.561,,,
'2015-01-10T17:21:16.496',0.976,2.051,56.073,,,
'2015-01-10T17:21:16.504',0.996,2.081,55.487,,,
'2015-01-10T17:21:16.512',1.025,2.109,54.998,,,
'2015-01-10T17:21:16.520',1.045,2.136,54.412,,,
'2015-01-10T17:21:16.528',1.03,2.162,53.875,,,
'2015-01-10T17:21:16.536',1.041,2.189,53.289,,,
'2015-01-10T17:21:16.544',1.045,2.212,52.752,,,
'2015-01-10T17:21:16.552',1.045,2.231,52.165,,,
'2015-01-10T17:21:16.560',1.065,2.242,51.628,,,
'2015-01-10T17:21:16.568',1.095,2.245,51.042,,,
'2015-01-10T17:21:16.576',1.065,2.242,50.554,,,
'2015-01-10T17:21:16.584',0.97,2.238,50.114,,,
'2015-01-10T17:21:16.592',0.925,2.231,49.626,,,
'2015-01-10T17:21:16.600',0.91,2.221,49.186,,,
'2015-01-10T17:21:16.608',0.9,2.207,48.746,,,
'2015-01-10T17:21:16.616',0.915,2.19,48.356,,,
'2015-01-10T17:21:16.624',0.9,2.142,47.965,,,
'2015-01-10T17:21:16.632',0.891,2.082,47.623,,,
'2015-01-10T17:21:16.640',0.885,2.043,47.232,,,
'2015-01-10T17:21:16.648',0.885,2.014,46.793,,,
'2015-01-10T17:21:16.656',0.9,1.992,46.402,,,
'2015-01-10T17:21:16.664',0.91,1.974,46.06,,,
'2015-01-10T17:21:16.672',0.885,1.957,45.718,,,
'2015-01-10T17:21:16.680',0.885,1.941,45.425,,,
'2015-01-10T17:21:16.688',0.85,1.926,45.181,,,
'2015-01-10T17:21:16.696',0.825,1.91,44.839,,,
'2015-01-10T17:21:16.704',1.421,1.895,44.595,,,
'2015-01-10T17:21:16.712',1.501,1.88,44.35,,,
'2015-01-10T17:21:16.720',1.501,1.865,44.106,,,
'2015-01-10T17:21:16.728',1.501,1.85,43.862,,,
'2015-01-10T17:21:16.736',1.151,1.837,43.667,,,
'2015-01-10T17:21:16.744',0.79,1.825,43.422,,,
'2015-01-10T17:21:16.752',0.665,1.811,43.227,,,
'2015-01-10T17:21:16.760',0.65,1.797,43.129,,,
'2015-01-10T17:21:16.768',0.67,1.784,42.934,,,
'2015-01-10T17:21:16.776',0.675,1.772,42.787,,,
'2015-01-10T17:21:16.784',0.66,1.761,42.592,,,
'2015-01-10T17:21:16.792',0.67,1.749,42.348,,,
'2015-01-10T17:21:16.800',0.66,1.736,42.152,,,
'2015-01-10T17:21:16.808',0.67,1.723,41.908,,,
'2015-01-10T17:21:16.816',0.68,1.714,41.713,,,
'2015-01-10T17:21:16.824',0.685,1.706,41.469,,,
'2015-01-10T17:21:16.832',0.675,1.698,41.273,,,
'2015-01-10T17:21:16.840',0.67,1.69,41.029,,,
'2015-01-10T17:21:16.848',0.695,1.682,40.882,,,
'2015-01-10T17:21:16.856',0.695,1.673,40.687,,,
'2015-01-10T17:21:16.864',0.68,1.665,40.492,,,
'2015-01-10T17:21:16.872',0.695,1.657,40.247,,,
'2015-01-10T17:21:16.880',0.7,1.645,40.003,,,
'2015-01-10T17:21:16.888',0.695,1.633,39.613,,,
'2015-01-10T17:21:16.896',0.705,1.624,39.222,,,
'2015-01-10T17:21:16.904',0.695,1.616,38.88,,,
'2015-01-10T17:21:16.912',0.72,1.608,38.489,,,
'2015-01-10T17:21:16.920',0.7,1.6,38.196,,,
'2015-01-10T17:21:16.928',0.715,1.592,38.098,,,
'2015-01-10T17:21:16.936',0.735,1.583,38.684,,,
'2015-01-10T17:21:16.944',0.755,1.571,40.687,,,
'2015-01-10T17:21:16.952',0.77,1.559,44.985,,,
'2015-01-10T17:21:16.960',0.81,1.547,51.921,,,
'2015-01-10T17:21:16.968',0.84,1.538,61.055,,,
'2015-01-10T17:21:16.976',0.88,1.531,71.117,,,
'2015-01-10T17:21:16.984',0.92,1.524,80.739,,,
'2015-01-10T17:21:16.992',0.96,1.517,88.945,,,
'2015-01-10T17:21:17.000',1.005,1.509,95.441,,,
'2015-01-10T17:21:17.008',1.055,1.501,100.472,,,
'2015-01-10T17:21:17.016',1.095,1.495,104.575,,,
'2015-01-10T17:21:17.024',1.11,1.487,108.287,,,
'2015-01-10T17:21:17.032',1.095,1.481,111.951,,,
'2015-01-10T17:21:17.040',1.07,1.478,115.614,,,
'2015-01-10T17:21:17.048',1.045,1.477,118.984,,,
'2015-01-10T17:21:17.056',1.025,1.474,121.866,,,
'2015-01-10T17:21:17.064',0.98,1.473,123.917,,,
'2015-01-10T17:21:17.072',0.94,1.47,125.041,,,
'2015-01-10T17:21:17.080',0.92,1.461,125.285,,,
'2015-01-10T17:21:17.088',0.91,1.454,124.748,,,
'2015-01-10T17:21:17.096',0.92,1.448,123.673,,,
'2015-01-10T17:21:17.104',0.9,1.441,122.257,,,
'2015-01-10T17:21:17.112',0.905,1.436,120.498,,,
'2015-01-10T17:21:17.120',0.91,1.433,118.496,,,
'2015-01-10T17:21:17.128',0.92,1.432,116.249,,,
'2015-01-10T17:21:17.136',0.93,1.431,113.758,,,
'2015-01-10T17:21:17.144',0.93,1.431,110.974,,,
'2015-01-10T17:21:17.152',0.935,1.431,108.043,,,
'2015-01-10T17:21:17.160',0.93,1.433,104.868,,,
'2015-01-10T17:21:17.168',0.93,1.434,101.498,,,
'2015-01-10T17:21:17.176',0.94,1.432,98.03,,,
'2015-01-10T17:21:17.184',0.956,1.431,94.562,,,
'2015-01-10T17:21:17.192',1,1.431,90.996,,,
'2015-01-10T17:21:17.200',1.035,1.431,87.235,,,
'2015-01-10T17:21:17.208',1.065,1.435,83.474,,,
'2015-01-10T17:21:17.216',1.101,1.444,79.665,,,
'2015-01-10T17:21:17.224',1.146,1.456,76.001,,,
'2015-01-10T17:21:17.232',1.236,1.467,72.533,,,
'2015-01-10T17:21:17.240',1.461,1.479,69.554,,,
'2015-01-10T17:21:17.248',1.501,1.495,67.307,,,
'2015-01-10T17:21:17.256',1.501,1.513,65.744,,,
'2015-01-10T17:21:17.264',1.501,1.534,64.816,,,
'2015-01-10T17:21:17.272',1.501,1.559,64.23,,,
'2015-01-10T17:21:17.280',1.501,1.594,63.839,,,
'2015-01-10T17:21:17.288',1.501,1.638,63.448,,,
'2015-01-10T17:21:17.296',1.501,1.684,62.862,,,
'2015-01-10T17:21:17.304',1.501,1.731,62.178,,,
'2015-01-10T17:21:17.312',1.501,1.783,61.495,,,
'2015-01-10T17:21:17.320',1.496,1.838,60.713,,,
'2015-01-10T17:21:17.328',0.805,1.89,60.029,,,
'2015-01-10T17:21:17.336',0.45,1.939,59.443,,,
'2015-01-10T17:21:17.344',0.29,1.988,58.906,,,
'2015-01-10T17:21:17.352',0.245,2.035,58.417,,,
'2015-01-10T17:21:17.360',0.225,2.076,57.929,,,
